"","Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue","issue","MissingPercentage","ImputationPercentage"
"2432","Q9BQE5","15cm vs 50cm",0.115126859337313,0.279694063002594,0.411617100847241,2,0.720539311256466,0.800248094714174,NA,0.266666666666667,0.266666666666667
"2433","Q9BQL6","15cm vs 50cm",-0.919631246410977,0.214958968681838,-4.27817109493175,0,NA,NA,NA,0.4,0
"2434","Q9BQS8","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"2435","Q9BR76","15cm vs 50cm",-1.10015112018638,0.111644682430924,-9.85403958551324,2,0.0101420343511949,0.155125478432034,NA,0.2,0.2
"2436","Q9BRA2","15cm vs 50cm",0.490367536877644,0.14838321565972,3.30473722851634,2,0.0806433387449519,0.245703434491638,NA,0.2,0.2
"2437","Q9BRG1","15cm vs 50cm",-1.05784038130561,0.18242537389054,-5.79875682173654,0,NA,NA,NA,0.4,0
"2438","Q9BRK5","15cm vs 50cm",-1.01106502295659,0.00787745013668064,-128.349276150751,1,0.00495995700375751,0.134568357280516,NA,0.4,0.2
"2439","Q9BRL6; Q01130","15cm vs 50cm",-0.593590949115015,0.17741844879304,-3.34571152635567,1,0.184898708629901,0.346712763619919,NA,0.2,0
"2440","Q9BRP8","15cm vs 50cm",0.501609777948439,0.109093562329753,4.59797780213869,2,0.0441889282719832,0.209805349024687,NA,0.05,0.05
"2441","Q9BRR6","15cm vs 50cm",0.286171478083652,0.17442087971263,1.64069507363532,2,0.242549230652146,0.402893364909797,NA,0.1,0.1
"2442","Q9BRT3","15cm vs 50cm",-0.557396985800517,0.29005281450966,-1.92170859208109,0,NA,NA,NA,0.4,0
"2443","Q9BRX2","15cm vs 50cm",0.102822319872047,0.0615255312584307,1.67121384844535,1,0.343276996346634,0.489260959771094,NA,0.2,0
"2444","Q9BRX8","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"2445","Q9BS26","15cm vs 50cm",-0.299103218610934,0.217501522926224,-1.37517758306635,2,0.302857047806093,0.45442083471231,NA,0.355555555555556,0.355555555555556
"2446","Q9BSC4","15cm vs 50cm",-1.36608507159225,0.197412157558172,-6.9199642437913,1,0.091365064419284,0.254776247181345,NA,0.2,0
"2447","Q9BSH4","15cm vs 50cm",0.28378235028231,0.0200345607543614,14.1646404811012,2,0.00494716917788418,0.134568357280516,NA,0.333333333333333,0.333333333333333
"2448","Q9BSJ2","15cm vs 50cm",-1.47727489428081,0.101926391462449,-14.493546500418,2,0.00472675334519246,0.132990998440662,NA,0,0
"2449","Q9BSJ8","15cm vs 50cm",0.263224658627657,0.240771140460394,1.09325668402088,1,0.471656692791529,0.601514047494065,NA,0.4,0.2
"2450","Q9BSY4","15cm vs 50cm",0.544423344434165,0.23539857125517,2.31277250975332,1,0.259808461662352,0.416369902349242,NA,0.3,0.1
"2451","Q9BT09","15cm vs 50cm",-0.0927576432320317,0.107357964139149,-0.864003373907185,1,0.546365264349083,0.652602954639183,NA,0.2,0
"2452","Q9BT78","15cm vs 50cm",0.458907050364351,0.182816332461268,2.51020816458824,2,0.128754120669333,0.2913909046727,NA,0.32,0.32
"2453","Q9BTT6","15cm vs 50cm",0.538919079692713,0.252383703125024,2.13531647653869,0,NA,NA,NA,0.4,0
"2454","Q9BTZ2","15cm vs 50cm",-0.38347372565938,0.400803603976737,-0.956762169438071,2,0.439655158336432,0.574089728005051,NA,0.3,0.3
"2455","Q9BTZ2; P0CG22","15cm vs 50cm",-1.51860681616275,0.165484668522066,-9.17672210800761,0,NA,NA,NA,0.4,0
"2456","Q9BU61","15cm vs 50cm",-1.49322612218917,0.120233657223109,-12.4193687248346,1,0.0511498852647598,0.219913408356714,NA,0.2,0
"2457","Q9BUF5","15cm vs 50cm",-0.32383617392752,0.204066556800311,-1.5869144802811,2,0.253437608550911,0.412294541891838,NA,0.266666666666667,0.266666666666667
"2458","Q9BUJ2","15cm vs 50cm",0.882569345128032,0.0373875574027236,23.6059642950555,2,0.0017897376720446,0.115715792372169,NA,0.3,0.3
"2459","Q9BUK6","15cm vs 50cm",0.0327541175398384,0.0151675452686243,2.15948704683241,0,NA,NA,NA,0.4,0
"2460","Q9BUL8","15cm vs 50cm",-0.771233416413107,0.167588855396205,-4.60193736981971,0,NA,NA,NA,0.4,0
"2461","Q9BUP0; Q96C19","15cm vs 50cm",0.131178050725123,0.0851019245500563,1.5414228458249,2,0.263141819350261,0.418013744371168,NA,0.4,0.4
"2462","Q9BV20","15cm vs 50cm",0.183842589162304,0.354631879558222,0.518404012045739,0,NA,NA,NA,0.4,0
"2463","Q9BV38","15cm vs 50cm",0.146907370804009,0.0396343151478582,3.70657018434561,0,NA,NA,NA,0.4,0
"2464","Q9BV40","15cm vs 50cm",-0.575195058342914,0.213570617764349,-2.69323123360338,1,0.226333578390635,0.388086652407111,NA,0.3,0.1
"2465","Q9BV57","15cm vs 50cm",-1.03059770558474,0.214899843652394,-4.79571175143225,2,0.0408356117535913,0.206577774645299,NA,0,0
"2466","Q9BV68","15cm vs 50cm",-1.91286207576197,0.326438448543527,-5.85979404171477,1,0.107605400379117,0.271074569039046,NA,0.2,0
"2467","Q9BV79","15cm vs 50cm",-0.384140746692516,0.441345256877637,-0.870386031584836,2,0.475858563552011,0.605179501303032,NA,0,0
"2468","Q9BV86","15cm vs 50cm",-0.821963523620184,0.0186034719287005,-44.1833399039939,1,0.0144061337165708,0.170638010286661,NA,0.2,0
"2469","Q9BVC4","15cm vs 50cm",-1.23688138353384,0.133614972354941,-9.25705676343016,1,0.0685056415325915,0.234564193797003,NA,0.2,0
"2470","Q9BVG4","15cm vs 50cm",0.431246039814473,0.356247371843778,1.21052412985543,1,0.439552430784327,0.574089728005051,NA,0.3,0.1
"2471","Q9BVJ6","15cm vs 50cm",0.0892805152347729,0.0455664315952204,1.95934840866797,2,0.189149641125893,0.349612353711201,NA,0,0
"2472","Q9BVL4","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"2473","Q9BVP2","15cm vs 50cm",-0.326364159308727,0.806695089968703,-0.404569413359623,2,0.724959346864263,0.803224660432323,NA,0.3,0.3
"2474","Q9BW04","15cm vs 50cm",-0.223216537467871,0.129107228549807,-1.72892362399181,2,0.225963648457501,0.388086652407111,NA,0.168421052631579,0.168421052631579
"2475","Q9BW60","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"2476","Q9BWD1","15cm vs 50cm",0.763941059586748,0.120764185474375,6.32589088052808,2,0.0240901166105618,0.187337485479439,NA,0.2,0.2
"2477","Q9BWF3","15cm vs 50cm",0.275810112001176,0.207107063685048,1.33172720955866,2,0.314443507782115,0.466267796390443,NA,0,0
"2478","Q9BWJ5","15cm vs 50cm",-0.294462301283638,0.129710216360306,-2.27015503902706,2,0.15122403423787,0.317347674059029,NA,0.25,0.25
"2479","Q9BX40","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"2480","Q9BX68","15cm vs 50cm",-0.423027841820253,0.289230345696555,-1.46259840336419,2,0.2811021258247,0.431983644473696,NA,0.2,0.2
"2481","Q9BXI6","15cm vs 50cm",-0.525078649269853,0.0290205733230051,-18.0933244641868,1,0.0351495790364482,0.20127715515867,NA,0.2,0
"2482","Q9BXJ9","15cm vs 50cm",-0.990108713049177,0.235182488053288,-4.20995934367714,0,NA,NA,NA,0.4,0
"2483","Q9BXK5","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"2484","Q9BXP5","15cm vs 50cm",-0.0632672437725068,0.190765619462246,-0.331649088294067,2,0.7716828712671,0.84026051773422,NA,0.233333333333333,0.233333333333333
"2485","Q9BXS1; Q13907","15cm vs 50cm",-0.904525249149636,0.271094421713095,-3.33656902061567,1,0.18537722580107,0.347144369433557,NA,0.2,0
"2486","Q9BXY0","15cm vs 50cm",-0.477470051154058,0.0635617160124953,-7.51191253332737,1,0.0842526654019302,0.247119465187901,NA,0.4,0.2
"2487","Q9BY32","15cm vs 50cm",-0.981196415015996,0.152180594558383,-6.44757906133404,2,0.0232204958829834,0.186572745999305,NA,0.2,0.2
"2488","Q9BY43","15cm vs 50cm",-0.800155970863052,0.143493482332397,-5.57625306639033,2,0.0306872656528112,0.192661924029633,NA,0,0
"2489","Q9BY44","15cm vs 50cm",-0.491357641330357,0.225489217508824,-2.1790737790428,2,0.16117236067768,0.326789866534193,NA,0.166666666666667,0.166666666666667
"2490","Q9BY77","15cm vs 50cm",-0.32333194818863,0.327124541884986,-0.988406269751262,2,0.42713809408163,0.5643175167606,NA,0.4,0.4
"2491","Q9BY89","15cm vs 50cm",0.209720310707997,0.079872979098097,2.6256728254799,2,0.119583456560416,0.284198457503423,NA,0.3,0.3
"2492","Q9BYC8","15cm vs 50cm",0.0242955496847335,0.0214340518193353,1.13350242359762,0,NA,NA,NA,0.4,0
"2493","Q9BYC9","15cm vs 50cm",-0.675501493634432,0.166752509783507,-4.05092249892627,0,NA,NA,NA,0.4,0
"2494","Q9BYD3","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"2495","Q9BYD6","15cm vs 50cm",0.0552519728961114,0.0925228865007148,0.59717087291353,2,0.610995632346685,0.708630557820913,NA,0,0
"2496","Q9BYJ9","15cm vs 50cm",1.8128652613771,0.189071857919496,9.5882342371068,1,0.0661567564759209,0.233551552055302,NA,0.2,0
"2497","Q9BYN0","15cm vs 50cm",-0.436146469747424,0.381968082852229,-1.14184008907403,1,0.457902296462648,0.590582531770444,NA,0.3,0.1
"2498","Q9BYN8","15cm vs 50cm",-0.146442106932973,0.103861428261218,-1.40997586288397,1,0.392727619227006,0.536251181636835,NA,0.4,0.2
"2499","Q9BYT8","15cm vs 50cm",-0.255994783922184,0.0834617833010913,-3.06720961135797,1,0.200638694402871,0.361463279004584,NA,0.4,0
"2500","Q9BYX7; P0CG39; P0CG38","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"2501","Q9BYX7; P0CG39; Q6S8J3; P0CG38","15cm vs 50cm",2.68285107305301,0.271403978386811,9.88508381122311,2,0.0100793903845124,0.155125478432034,NA,0,0
"2502","Q9BZE1","15cm vs 50cm",-0.239850604634597,0.476274509448465,-0.503597399979161,2,0.6645374331011,0.756905911606757,NA,0.2,0.2
"2503","Q9BZE4","15cm vs 50cm",-0.593053538474975,0.217674375782926,-2.72449862939491,0,NA,NA,NA,0.4,0
"2504","Q9BZK7","15cm vs 50cm",0.547115927866949,0.246436244205896,2.22011145166551,2,0.156582143689822,0.323799992761783,NA,0.2,0.2
"2505","Q9BZL4","15cm vs 50cm",-0.0636937101917369,0.0544626149325697,-1.16949416164825,0,NA,NA,NA,0.4,0
"2506","Q9BZQ8","15cm vs 50cm",-0.605769463928391,0.144725358574178,-4.18564838875772,1,0.149297277301455,0.315367594452431,NA,0.2,0
"2507","Q9BZZ5","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"2508","Q9C002","15cm vs 50cm",-0.348769128963641,0.218025140274359,-1.59967391157165,2,0.250798338063122,0.410315443248999,NA,0.4,0.4
"2509","Q9C005","15cm vs 50cm",-0.566983051790274,0.495413415887619,-1.144464468679,2,0.370926328607301,0.515137783605143,NA,0.3,0.3
"2510","Q9C0C2","15cm vs 50cm",0.00724392662233337,0.0578382129709648,0.125244647962583,2,0.911783928662008,0.946676798824928,NA,0.248484848484849,0.248484848484848
"2511","Q9C0C9","15cm vs 50cm",0.0202365476414575,0.319956738918735,0.0632477619000778,2,0.955321737728532,0.976725189940994,NA,0.3,0.3
"2512","Q9C0J8","15cm vs 50cm",0.199178412848624,0.065228982340512,3.05352629616175,1,0.201479059794097,0.362122064093648,NA,0.2,0
"2513","Q9C0K3; Q9P1U1; P61158","15cm vs 50cm",0.221413323034837,0.090127644196965,2.45666382393131,2,0.133342574757982,0.2973461133791,NA,0,0
"2514","Q9GZL7","15cm vs 50cm",-1.26739805042129,0.276447547838245,-4.58458778286169,1,0.136719451902872,0.301252243598056,NA,0.4,0.2
"2515","Q9GZM7","15cm vs 50cm",-0.620957279728079,0.247549688905674,-2.50841470443005,2,0.128904216322278,0.291441179561975,NA,0.1,0.1
"2516","Q9GZR7","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"2517","Q9GZT3","15cm vs 50cm",0.044508754444692,0.209940065257692,0.212006957271636,2,0.851745088444697,0.904508507820049,NA,0.1,0.1
"2518","Q9GZT9","15cm vs 50cm",0.864614191820787,0.261994652338055,3.30012152578276,1,0.187309035294642,0.348471258315501,NA,0.2,0
"2519","Q9GZV4; P63241","15cm vs 50cm",0.930880306919638,0.264820506719027,3.51513679379556,2,0.0722676898709069,0.238692848138836,NA,0.2,0.2
"2520","Q9GZV5","15cm vs 50cm",0.139273182458737,0.273577871856791,0.509080582846416,1,0.700224879506724,0.78534079743889,NA,0.2,0
"2521","Q9GZZ1","15cm vs 50cm",-0.166304893433395,0.109197273524107,-1.52297660982058,2,0.267211545751249,0.420709905277281,NA,0.2,0.2
"2522","Q9GZZ9","15cm vs 50cm",-0.187600012098273,0.0775904943064129,-2.41782210276198,1,0.249664001568894,0.408753060039878,NA,0.2,0
"2523","Q9H078","15cm vs 50cm",-1.02898701631597,0.148454999311924,-6.9313059249283,0,NA,NA,NA,0.4,0
"2524","Q9H098","15cm vs 50cm",-0.463399304483463,0.157380749929515,-2.94444717470849,2,0.0985819392536946,0.260032684674965,NA,0.4,0.4
"2525","Q9H0A0","15cm vs 50cm",0.464729619437586,0.0782449175162031,5.93942244672121,1,0.106189546630597,0.268968194495149,NA,0.2,0
"2526","Q9H0B6","15cm vs 50cm",-0.747466921508053,0.140975472046077,-5.30210617960369,2,0.0337795157208658,0.199213145841833,NA,0.225,0.225
"2527","Q9H0D6","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"2528","Q9H0E2","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"2529","Q9H0P0","15cm vs 50cm",0.276441672023098,0.253837938621056,1.08904789222932,0,NA,NA,NA,0.4,0
"2530","Q9H0R4","15cm vs 50cm",0.324725172210882,0.141118900060343,2.30107499471741,0,NA,NA,NA,0.4,0
"2531","Q9H0U4","15cm vs 50cm",-0.00390317115309102,0.333165363357763,-0.0117154169741819,1,0.992542075102755,0.997180768223972,NA,0.2,0
"2532","Q9H1A3","15cm vs 50cm",-1.25080333647727,0.367084907825888,-3.40739515521172,0,NA,NA,NA,0.4,0
"2533","Q9H1B7","15cm vs 50cm",2.08788160417253,0.46277592224106,4.51164700631281,2,0.0457807428154795,0.213590963911426,NA,0.2,0.2
"2534","Q9H1C4","15cm vs 50cm",0.686629842171441,0.585125591499783,1.17347429705046,1,0.449296132363632,0.58244930924728,NA,0.4,0
"2535","Q9H1E3","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"2536","Q9H1I8","15cm vs 50cm",-2.36301220029453,0.127599622384495,-18.5189591954597,2,0.002903169517253,0.118148630889636,NA,0,0
"2537","Q9H223","15cm vs 50cm",0.227673962377436,0.270250922238885,0.842453970152179,2,0.488220039600887,0.614725674171503,NA,0.2,0.2
"2538","Q9H223; Q9NZN3; Q9H4M9","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"2539","Q9H254; O43707","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"2540","Q9H299","15cm vs 50cm",0.384389724275503,0.103417662898821,3.7168672497615,2,0.0653671322768745,0.233551552055302,NA,0.3,0.3
"2541","Q9H2D6","15cm vs 50cm",-1.23620170045612,0.0520912981711954,-23.73144352044,0,NA,NA,NA,0.4,0
"2542","Q9H2G2","15cm vs 50cm",0.247366979950729,0.144841836751811,1.70784205377482,2,0.229788910650364,0.390812632367298,NA,0.314285714285714,0.314285714285714
"2543","Q9H2J4","15cm vs 50cm",0.450284819034874,0.197122214949896,2.28429261080151,1,0.262694121501821,0.417780811516155,NA,0.2,0
"2544","Q9H2K8","15cm vs 50cm",-0.395736843216298,0.111205465923457,-3.55860964144232,1,0.174398010959651,0.339123777284168,NA,0.2,0
"2545","Q9H2M9","15cm vs 50cm",0.33902905909712,0.34844524453608,0.972976570676128,1,0.50871909681518,0.629067184830057,NA,0.2,0
"2546","Q9H2P0","15cm vs 50cm",0.20111205645637,0.223177344822226,0.901131145800522,0,NA,NA,NA,0.4,0
"2547","Q9H2U1","15cm vs 50cm",-0.410292563268267,0.405371734400016,-1.01213905275249,1,0.496159377138518,0.620607695114534,NA,0.4,0
"2548","Q9H2U2","15cm vs 50cm",0.528666237922638,0.174010830503832,3.03812260646038,2,0.0934082468986894,0.256495552791957,NA,0.333333333333333,0.333333333333333
"2549","Q9H307","15cm vs 50cm",-1.05629175505076,0.34139129370023,-3.09407935862087,2,0.0905007714790367,0.253936251070002,NA,0.4,0.4
"2550","Q9H361; P11940","15cm vs 50cm",-1.19857191015032,0.156128896085253,-7.67681025231771,2,0.0165482791567051,0.172630578498048,NA,0.163636363636364,0.163636363636364
"2551","Q9H361; P11940; Q4VXU2; Q5JQF8","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"2552","Q9H3D4","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"2553","Q9H3K6","15cm vs 50cm",-0.564066405986538,0.333905974440406,-1.6892971350149,2,0.233224071288821,0.393058693062178,NA,0.2,0.2
"2554","Q9H3N1","15cm vs 50cm",-0.622488371953889,0.400244122795425,-1.55527173667471,2,0.260138108122901,0.416369902349242,NA,0,0
"2555","Q9H3P7","15cm vs 50cm",0.0837136776448005,0.35341763522423,0.236868988135488,2,0.834809389691724,0.889864639432852,NA,0.15,0.15
"2556","Q9H3Q1","15cm vs 50cm",0.245014121407227,0.0694774020152797,3.52652969599155,1,0.175905271392565,0.341181373194601,NA,0.2,0
"2557","Q9H3U1","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"2558","Q9H444","15cm vs 50cm",-0.00458215247055212,0.324405694961018,-0.0141247596504209,2,0.990012784790554,0.996333221363306,NA,0.3,0.3
"2559","Q9H4A3","15cm vs 50cm",-0.193248432980068,0.124933469657602,-1.5468107426272,0,NA,NA,NA,0.4,0
"2560","Q9H4A4","15cm vs 50cm",-0.105446484088466,0.160617175202547,-0.6565081471237,2,0.578936712175768,0.682821132599844,NA,0.311111111111111,0.311111111111111
"2561","Q9H4A6","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"2562","Q9H4E7","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"2563","Q9H4K7","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"2564","Q9H4L4","15cm vs 50cm",0.125179126799613,0.0563063920313217,2.22317790722551,1,0.269094751433026,0.422069469040513,NA,0.2,0
"2565","Q9H4L5","15cm vs 50cm",0.36418011592401,0.180744892829508,2.01488468206695,2,0.181492858352034,0.343607542726754,NA,0.325,0.325
"2566","Q9H4M9","15cm vs 50cm",0.141168126819089,0.192529734980566,0.733227658747563,2,0.539716607688504,0.647716771417641,NA,0.342857142857143,0.342857142857143
"2567","Q9H501","15cm vs 50cm",-0.479282260515864,0.128001690677191,-3.74434320343919,0,NA,NA,NA,0.4,0
"2568","Q9H6R4","15cm vs 50cm",0.32701586462676,1.39114338418241,0.235069848546885,1,0.853018403168494,0.904508507820049,NA,0.4,0
"2569","Q9H6S3","15cm vs 50cm",0.445578896818217,0.127490312344608,3.4950020015153,2,0.0730135176264861,0.239077308435003,NA,0.257142857142857,0.257142857142857
"2570","Q9H6Z4","15cm vs 50cm",0.0162309928373988,0.32941135668497,0.0492727178587264,2,0.96518005463701,0.981546338472889,NA,0.3,0.3
"2571","Q9H7D7","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"2572","Q9H7E9","15cm vs 50cm",-0.264319073624527,0.461836640788338,-0.572321574947678,1,0.669072919458117,0.760886818086352,NA,0.2,0
"2573","Q9H7Z7","15cm vs 50cm",0.189681270746496,0.0757470873552073,2.50413946422794,2,0.129263000477165,0.291962713664479,NA,0.333333333333333,0.333333333333333
"2574","Q9H814","15cm vs 50cm",-0.12352204253813,0.0977338781271022,-1.26386105724251,0,NA,NA,NA,0.4,0
"2575","Q9H8H0","15cm vs 50cm",-4.46036747085893,6.75318282036224,-0.660483743666765,0,NA,NA,NA,0.4,0
"2576","Q9H8Y5","15cm vs 50cm",-0.687578377041315,0.0941294001769923,-7.30460807939343,1,0.0866147520975762,0.25081850893741,NA,0.2,0
"2577","Q9H8Y8","15cm vs 50cm",-0.767190707156857,0.20919113125938,-3.66741506935876,2,0.066967523137861,0.233551552055302,NA,0,0
"2578","Q9H910","15cm vs 50cm",-0.574934935341403,0.294200547313808,-1.95422795977382,2,0.189877329223541,0.350466710696177,NA,0.2,0.2
"2579","Q9H939","15cm vs 50cm",-0.232333633997494,0.247414591661017,-0.939045803393092,1,0.520005650422641,0.636677832002208,NA,0.3,0.1
"2580","Q9H9B4","15cm vs 50cm",0.0892571688591796,0.382198927841991,0.233535895464574,2,0.837071729815979,0.891025909505192,NA,0.4,0.4
"2581","Q9H9E3","15cm vs 50cm",-0.593623982032089,0.0704284441169949,-8.42875331799135,1,0.0751781129404161,0.240425928023326,NA,0.3,0.1
"2582","Q9H9H4","15cm vs 50cm",-0.572782004757104,0.173232452791486,-3.306435921949,2,0.0805702411097258,0.245703434491638,NA,0,0
"2583","Q9H9Q2","15cm vs 50cm",-0.779451934337634,0.806798616847773,-0.966104698323623,0,NA,NA,NA,0.4,0
"2584","Q9HAB8","15cm vs 50cm",-1.16424089363038,0.0285634928346021,-40.7597523304295,1,0.0156157005682944,0.172630578498048,NA,0.4,0
"2585","Q9HAN9","15cm vs 50cm",0.155799950042509,0.0207790011675913,7.49795184022162,0,NA,NA,NA,0.4,0
"2586","Q9HAP6; O14910; Q9NUP9","15cm vs 50cm",-0.296638915334862,0.197963646150064,-1.49845146370965,0,NA,NA,NA,0.4,0
"2587","Q9HAT2","15cm vs 50cm",-0.293354856719544,0.00422117752021459,-69.4959772041595,1,0.00915989479550561,0.155125478432034,NA,0.2,0
"2588","Q9HAV0; P62873; P62879","15cm vs 50cm",0.440264696433236,0.337327945717541,1.30515334416405,0,NA,NA,NA,0.4,0
"2589","Q9HAV0; P62873; P62879; P16520","15cm vs 50cm",-1.03229971367448,0.00375840417334463,-274.664369786453,1,0.00231779957475142,0.115900261375475,NA,0.2,0
"2590","Q9HAV0; P62879","15cm vs 50cm",-0.662189894708134,0.0874346708131834,-7.57353906121516,2,0.0169911380099372,0.172630578498048,NA,0,0
"2591","Q9HAV7","15cm vs 50cm",-0.383136634776003,0.200894092499331,-1.90715729870095,2,0.196745981977241,0.357563072508877,NA,0.0888888888888889,0.0888888888888889
"2592","Q9HB21","15cm vs 50cm",0.304800065735402,0.0783025380216412,3.8925949712021,2,0.0601077019156193,0.229072663320563,NA,0.4,0.4
"2593","Q9HB40","15cm vs 50cm",-1.33866934209497,0.240062782929263,-5.57633018229827,0,NA,NA,NA,0.4,0
"2594","Q9HB71","15cm vs 50cm",0.449521672674729,0.0586126012618408,7.6693690946521,2,0.0165796118886887,0.172630578498048,NA,0.4,0.4
"2595","Q9HB90","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"2596","Q9HC07","15cm vs 50cm",-0.243234584894661,0.266651566074909,-0.912181347648001,1,0.529216807291917,0.643932249769503,NA,0.2,0
"2597","Q9HC35","15cm vs 50cm",0.0276262322656251,0.213298873741493,0.129518884844683,2,0.908798001167287,0.945447293384161,NA,0.25,0.25
"2598","Q9HC38","15cm vs 50cm",-0.98108056541738,0.182351269796865,-5.38016854234292,2,0.0328538177206175,0.19639847734595,NA,0.32,0.32
"2599","Q9HCC0","15cm vs 50cm",-0.715295295475844,0.204138317664665,-3.50397369616246,2,0.0726798246276221,0.238941139059413,NA,0.25,0.25
"2600","Q9HCH5","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"2601","Q9HCM4","15cm vs 50cm",0.572483590315193,0.128416904596403,4.45800801782626,1,0.140478280130473,0.306951102988829,NA,0.2,0
"2602","Q9HCN8","15cm vs 50cm",0.00373904801466043,0.374706675796369,0.00997859994544744,2,0.992944239949481,0.997180768223972,NA,0.133333333333333,0.133333333333333
"2603","Q9HCY8","15cm vs 50cm",-0.437047339575863,0.156706421680619,-2.78895615692509,2,0.108111567090598,0.271350508149198,NA,0.22,0.22
"2604","Q9HD15","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"2605","Q9HD26","15cm vs 50cm",-1.43330245241792,0.273418331283989,-5.24215931567954,1,0.120000542403749,0.284198457503423,NA,0.2,0
"2606","Q9HD42","15cm vs 50cm",-1.35728997572969,0.357594978876784,-3.79560691817592,0,NA,NA,NA,0.4,0
"2607","Q9HDC9","15cm vs 50cm",-0.197340893602102,0.450171997993965,-0.438367767167844,2,0.703924913489645,0.788326721298722,NA,0.3,0.3
"2608","Q9NNW7","15cm vs 50cm",-0.210112548142535,0.419900266618542,-0.500386793832193,2,0.666437485062721,0.75826811206088,NA,0.2,0.2
"2609","Q9NP61","15cm vs 50cm",-0.915997804316421,0.0851072964036505,-10.7628586857229,1,0.0589803614088951,0.228266599236082,NA,0.4,0
"2610","Q9NP72","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"2611","Q9NP77","15cm vs 50cm",-0.0225654436255236,0.200168076961942,-0.112732479464315,1,0.928533999922612,0.957091354963199,NA,0.4,0
"2612","Q9NP79","15cm vs 50cm",0.0966781263303242,0.281970595199114,0.342865986653873,1,0.78972113524577,0.853782954091608,NA,0.4,0.2
"2613","Q9NP81","15cm vs 50cm",0.163739308216393,0.442240423342226,0.370249528478052,2,0.746730061324441,0.818565565059356,NA,0.133333333333333,0.133333333333333
"2614","Q9NP97","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"2615","Q9NPB8","15cm vs 50cm",-0.18055266612357,0.155722901955738,-1.15944837821536,1,0.45307870330867,0.585687104277062,NA,0.2,0
"2616","Q9NPD3","15cm vs 50cm",-0.672729024450058,0.0911653209341844,-7.37922071196048,2,0.0178736154305215,0.172630578498048,NA,0.2,0.2
"2617","Q9NPE3","15cm vs 50cm",-1.10856882599677,0.105307589153482,-10.526960448986,2,0.00890355716678348,0.155125478432034,NA,0,0
"2618","Q9NPJ3","15cm vs 50cm",-1.17317844054934,0.335026108499185,-3.50175228373938,2,0.0727622424340644,0.238941139059413,NA,0.3,0.3
"2619","Q9NQ29","15cm vs 50cm",-1.10894996970093,0.170338435319135,-6.51027448751234,2,0.022790510904213,0.184838342885059,NA,0.2,0.2
"2620","Q9NQ29; Q9Y383","15cm vs 50cm",-0.428846366179124,0.175324767865033,-2.44601131603525,2,0.134282540424863,0.298237931870226,NA,0.28,0.28
"2621","Q9NQ88","15cm vs 50cm",-0.508286298834838,0.248744081222479,-2.0434106264431,2,0.177722066955025,0.34304119071848,NA,0.4,0.4
"2622","Q9NQC3","15cm vs 50cm",-0.524831545768289,0.222661263163312,-2.35708510008473,2,0.142501056029311,0.308707135637643,NA,0.2,0.2
"2623","Q9NQG5","15cm vs 50cm",0.0478424113885272,0.0984400370493695,0.486005621518949,2,0.67499815312515,0.765714679428679,NA,0.2,0.2
